Gene Description,Gene Accession Number,39,call,40,call,41,call,42,call,43,call,44,call,45,call,46,call,47,call,48,call,49,call,50,call,51,call,52,call,53,call,54,call,55,call,56,call,57,call,58,call,59,call,60,call,61,call,62,call,63,call,64,call,65,call,66,call,67,call,68,call,69,call,70,call,71,call,72,call
BMPR-II,Z48923_at,267,A,370,P,92,A,193,A,120,P,229,A,128,A,108,A,73,A,233,A,246,A,218,A,339,P,201,A,257,A,35,A,74,A,234,P,121,A,145,A,335,P,144,A,299,A,180,A,170,P,333,A,419,A,67,A,177,A,113,A,214,M,120,A,156,M,122,A
HISTONE H3.3,Z48950_at,15447,P,4337,P,5730,P,13803,P,7638,P,4162,P,7460,P,8981,P,4910,P,13017,P,4300,P,14470,P,14353,P,6574,P,14087,P,4452,P,2419,P,3919,P,2574,P,4846,P,4888,P,2015,P,9885,P,6612,P,8993,P,12351,P,11879,P,4444,P,10960,P,9377,P,14199,P,8995,P,15028,P,11375,P
Spermine synthase,Z49099_at,963,P,1213,P,995,P,3170,P,716,P,890,P,1809,P,1326,P,1506,P,4407,P,1042,P,1286,P,981,P,324,P,1193,P,1195,P,1033,P,872,P,668,P,466,A,1273,P,919,P,806,A,1183,P,1284,P,1572,P,1330,P,1625,P,776,A,3677,P,1625,P,809,P,743,P,1146,P
HD Huntingtin (Huntington disease),Z49155_at,205,A,326,A,322,A,17,A,100,A,336,A,156,A,-7,A,-132,A,-73,A,51,A,-132,A,-52,A,-254,A,-85,A,-126,A,-22,A,64,A,55,A,-64,A,348,A,231,A,-134,A,347,A,169,A,688,A,107,A,154,A,-28,A,-92,A,-56,A,233,A,72,A,314,A
OBF-1 mRNA for octamer binding factor 1,Z49194_at,757,P,0,A,302,P,291,P,509,P,892,P,150,P,166,P,107,A,460,P,353,P,-38,A,-44,A,17,A,-59,A,-10,A,224,P,319,P,-56,A,-15,A,393,P,-52,A,-80,A,69,A,-71,A,-233,A,13,A,10,A,-68,A,425,P,453,P,615,P,404,P,838,P
P2Y1 purinoceptor mRNA; long form,Z49205_at,-31,A,-153,A,-20,A,-120,A,-149,A,-852,A,-428,A,-27,A,-48,A,-76,A,58,P,30,A,-74,A,-213,A,-5,A,-35,A,-32,A,61,A,-43,A,-3,A,10,A,-45,A,-60,A,-81,A,-65,A,-268,A,3,A,-119,A,-64,A,-37,A,-121,A,-32,A,-85,A,-53,A
HD Huntingtin (Huntington disease),Z49208_at,26,A,27,A,-14,A,29,A,-64,A,-308,A,-346,A,4,A,-16,A,25,A,-55,A,74,A,26,A,-45,A,10,A,123,A,49,A,33,A,-64,A,0,A,15,A,-53,A,-32,A,50,A,-18,A,241,A,-96,A,60,A,72,A,-51,A,52,A,-21,A,20,A,87,P
L23-related mRNA,Z49254_at,656,A,559,A,1283,P,483,M,298,A,870,P,722,P,776,A,661,M,1012,A,1178,A,819,P,599,A,807,P,757,A,1083,P,1260,P,908,A,864,A,822,A,1100,A,616,P,882,A,766,A,1769,P,1228,A,970,P,1106,P,621,P,1368,P,1378,P,705,P,1004,P,618,A
Chemokine HCC-1,Z49269_at,-123,A,-806,A,-197,A,-530,A,-312,A,-277,A,-342,A,-179,A,157,A,-28,A,-424,A,106,A,-128,A,-141,A,4,A,71,A,-64,A,-72,A,-214,A,-321,A,-282,A,-101,A,-292,A,-99,A,-54,A,65,A,-371,A,-221,A,-162,A,-280,A,-142,A,-171,A,-78,A,-22,A
Guanidinoacetate N-methyltransferase,Z49878_at,572,A,417,A,482,P,246,A,271,A,627,P,366,A,495,P,424,A,657,A,487,A,693,P,677,A,600,A,394,A,1008,P,696,P,445,A,536,P,429,A,579,A,524,A,409,A,220,A,539,P,783,A,651,A,397,P,348,A,693,P,571,P,592,A,472,A,499,P
Smoothelin,Z49989_at,168,A,-165,A,-29,A,-381,A,-480,A,167,A,-55,A,44,A,-292,A,-180,A,-269,A,-113,A,-96,A,6,A,-344,A,219,A,22,A,-249,A,-155,A,-287,A,149,A,-26,A,-186,A,-92,A,-69,A,-116,A,37,A,-321,A,-540,A,-55,A,-293,A,-12,A,45,A,-389,A
mRNA (non-coding; clone h2A),Z49995_at,-142,A,-80,A,-29,A,-257,A,-180,A,-66,A,-183,A,-23,A,-117,A,-217,A,-314,A,-30,A,-158,A,-83,A,-97,A,-269,A,-34,A,-157,A,-66,A,-40,A,-228,A,-20,A,-294,A,-18,A,-213,A,-127,A,-206,A,-23,A,-38,A,-67,A,-121,A,-47,A,-66,A,-47,A
Surface glycoprotein,Z50022_at,222,P,374,A,1112,P,683,P,728,P,505,P,1230,P,1156,P,827,P,2729,P,152,A,765,P,973,P,1728,P,2135,P,1272,P,671,P,829,P,512,A,998,P,1746,P,967,P,1623,P,1858,P,1870,P,1797,P,1104,P,1060,P,2365,P,2200,P,1459,P,221,A,523,P,569,P
GUC1A2 Guanylate cyclase 1; soluble; alpha 2,Z50053_at,62,A,266,A,31,A,135,A,108,A,32,A,89,A,30,A,63,A,142,A,200,A,130,A,4,A,81,A,234,A,82,A,134,A,20,A,92,A,105,A,88,A,12,A,65,A,99,A,64,A,170,M,78,A,45,A,123,A,61,A,78,A,108,A,65,A,93,A
GB DEF = PQ-rich protein,Z50194_at,-294,A,-244,A,-34,A,-324,A,-456,A,17,A,105,A,118,A,-224,A,-219,A,-780,A,274,A,78,A,-275,A,-340,A,-112,A,-214,A,-278,A,-102,A,-318,A,177,A,23,A,-411,A,-23,A,11,A,-357,A,-171,A,-119,A,-175,A,-222,A,-70,A,-10,A,-99,A,-123,A
Sds22-like mRNA,Z50749_at,217,P,218,A,273,P,167,P,96,A,262,P,262,A,319,P,6,A,539,P,108,A,180,M,142,P,619,P,170,A,350,P,294,P,157,A,176,A,108,A,399,P,237,P,234,M,308,P,438,P,306,P,267,P,373,P,152,M,716,P,346,P,106,A,269,P,1,A
Leucine zipper protein,Z50781_at,4074,P,1184,P,1210,P,11698,P,3132,P,974,P,3993,P,6179,P,449,A,2589,P,2336,P,3138,P,1794,P,856,P,2895,P,1222,P,1085,A,1066,A,809,P,1594,A,1436,P,693,P,2841,P,880,P,1608,P,1477,P,1543,P,808,P,1516,P,7375,P,4751,P,2407,P,4296,P,2455,P
CLPP,Z50853_at,613,P,297,P,884,P,244,P,543,P,501,P,774,P,531,P,357,P,316,P,269,P,283,P,-34,A,657,P,143,A,612,P,207,P,206,A,275,P,185,A,244,P,253,P,177,P,238,A,355,A,309,A,66,P,649,P,189,P,703,P,683,P,417,A,578,P,477,P
Interferon regulatory factor 3,Z56281_at,926,A,691,P,865,P,324,A,661,P,867,P,591,P,758,P,724,P,646,P,997,A,-35,A,362,P,906,P,192,P,618,P,514,P,728,P,518,P,154,A,1591,P,550,P,452,P,1125,P,750,P,2274,P,429,P,452,A,207,A,887,P,677,P,731,P,630,P,347,P
Chloride channel protein (CLCN7) mRNA; partial cds,Z67743_at,755,P,349,A,289,A,392,A,490,M,471,P,455,P,463,P,243,A,344,P,645,A,1096,P,736,P,173,A,697,P,685,P,411,P,808,P,277,A,411,A,587,P,445,A,830,P,586,P,451,A,1144,P,371,P,121,A,310,P,321,P,593,P,354,P,443,P,425,P
H-IDH gamma gene (NAD(H)-specific isocitrate dehydrogenase gamma-subunit precursor) extracted from H.sapiens IDH gamma gene and TRAP delta gene,Z68129_cds1_at,584,A,297,P,563,P,797,P,411,A,535,P,672,P,879,P,313,A,710,P,492,P,647,P,456,P,1213,P,822,P,757,P,434,P,321,A,281,A,612,A,673,P,418,P,292,P,973,P,1075,P,691,A,524,P,347,P,463,A,1631,P,731,P,388,P,426,P,315,P
GB DEF = Succinyl CoA synthetase,Z68204_at,260,A,35,A,106,A,100,A,158,P,326,P,284,M,248,A,0,A,97,P,-62,A,-48,A,-70,A,60,P,-200,A,392,P,-72,A,-56,A,-80,A,-268,A,-33,A,19,A,-99,A,-115,A,-73,A,-230,A,-97,A,39,A,-12,A,563,P,656,P,114,P,78,P,-106,A
GB DEF = Imogen 38,Z68747_at,74,A,95,A,252,P,181,P,165,P,157,P,55,A,160,P,260,P,337,P,19,A,-53,A,58,A,-30,A,61,A,215,P,132,A,72,A,5,A,200,A,-10,A,50,A,104,A,229,P,156,P,124,A,118,A,-73,A,8,A,394,P,333,P,64,A,56,A,117,A
MPG N-methylpurine-DNA glycosylase,Z69720_at,277,A,273,P,295,P,105,A,115,A,284,P,165,A,249,M,140,A,203,P,433,A,478,P,402,P,367,P,417,P,154,A,347,P,641,P,302,P,250,A,216,A,367,P,385,P,340,P,432,P,553,P,265,P,141,A,148,A,360,P,216,P,174,A,213,P,306,P
Adenosine triphosphatase; calcium,Z69881_at,2131,P,320,P,1477,P,1681,P,557,P,1577,P,530,P,1103,P,1748,P,3079,P,2427,P,219,P,537,P,541,P,193,P,1546,P,426,P,5054,P,1271,P,250,P,3868,P,704,P,2007,P,1524,P,-140,A,2789,P,675,P,1162,P,1918,P,2553,P,2698,P,1004,P,1918,P,1469,P
GB DEF = mRNA (clone ICRFp507L1876),Z69915_at,898,P,320,P,222,P,695,P,305,P,541,P,375,P,294,P,149,A,357,P,262,P,357,P,257,P,46,A,414,P,381,P,112,A,355,P,180,P,49,A,317,P,358,P,418,P,247,P,156,A,309,A,144,A,202,P,575,P,699,P,514,P,259,P,462,P,395,P
HEPATOCYTE GROWTH FACTOR ACTIVATOR PRECURSOR,Z69923_at,161,A,-58,A,-76,A,-100,A,-134,A,32,A,38,A,-190,A,-121,A,-39,A,-160,A,-191,A,-128,A,-139,A,-1,A,76,A,-159,A,69,A,-169,A,-188,A,-81,A,-222,A,6,A,-187,A,-63,A,54,A,-117,A,-97,A,-62,A,-142,A,-118,A,-17,A,76,A,-6,A
GB DEF = 5'UTR for unknown protein (clone ICRFp507C0696),Z70219_at,485,P,188,A,241,A,237,P,322,A,235,M,126,A,209,A,302,A,332,P,668,A,326,P,253,A,184,A,530,A,364,A,32,A,476,A,112,A,166,A,122,A,214,A,262,A,240,A,389,A,341,A,240,P,180,A,247,A,304,P,159,A,122,A,259,A,167,A
GB DEF = 5'UTR for unknown protein (clone ICRFp507O0882),Z70220_at,-451,A,-183,A,-67,A,-62,A,-43,A,50,A,188,A,148,A,-285,A,83,A,-705,A,244,A,-44,A,117,A,-515,A,-258,A,247,A,41,A,139,A,-921,A,-71,A,-95,A,-221,A,-143,A,126,A,-715,A,-37,A,-104,A,16,A,591,A,-62,A,37,A,-40,A,-338,A
GB DEF = ORF (clone ICRFp507G2490),Z70222_at,-263,A,-445,A,-536,A,-503,A,-617,A,-378,A,-329,A,-404,A,-369,A,-434,A,-690,A,-88,A,-62,A,-1015,A,-44,A,-606,A,-599,A,-728,A,-507,A,-231,A,-559,A,-450,A,-186,A,-600,A,-601,A,-1008,A,-129,A,-386,A,-403,A,-330,A,-369,A,-228,A,-574,A,-370,A
GCAP-II/uroguanylin precursor,Z70295_at,-171,A,-32,A,42,A,-164,A,-264,A,1,A,-140,A,-20,A,132,A,-97,A,-102,A,-159,A,8,A,431,A,7,A,90,A,-79,A,77,A,23,A,92,A,-106,A,-80,A,99,A,-25,A,-200,A,-168,A,-31,A,-110,A,72,A,-39,A,-85,A,-51,A,-46,A,11,A
SERUM PARAOXONASE/ARYLESTERASE,Z70723_at,53,A,-10,A,-3,A,-15,A,0,A,-20,A,-88,A,47,P,-12,A,-21,A,-45,A,-37,A,20,A,44,A,16,A,-98,A,14,A,-51,A,-55,A,-43,A,-7,A,15,A,23,A,16,A,14,A,-24,A,-40,A,43,A,16,A,35,A,-21,A,17,A,-12,A,-19,A
GB DEF = Mitochondrial 16S rRNA gene (partial),Z70759_at,26442,P,27044,P,22490,P,23935,P,32421,P,24114,P,17659,P,23412,P,23012,P,15906,P,20680,P,14763,P,24915,P,16811,P,18146,P,17932,P,23329,P,30475,P,20183,P,26322,P,28845,P,20757,P,19109,P,36084,P,15138,P,45932,P,18797,P,21197,P,19831,P,16845,P,15095,P,22388,P,19182,P,19808,P
Skin-antimicrobial-peptide 1 (SAP1),Z71389_at,-492,A,-136,A,-256,A,-290,A,-21,A,-235,A,-269,A,-199,A,-71,A,131,A,-703,A,-738,A,-388,A,254,A,13,A,-321,A,-374,A,126,A,-163,A,-627,A,-99,A,169,A,-216,A,430,A,163,A,-520,A,-182,A,39,A,-47,A,-168,A,-444,A,-512,A,65,A,155,A
Vacuolar-type H(+)-ATPase 115 kDa subunit,Z71460_at,1520,P,830,M,497,A,1018,P,843,P,523,A,621,P,609,P,508,A,1126,P,2240,A,1487,P,1605,P,692,A,1298,P,760,P,1095,P,1511,P,813,P,1285,P,1039,P,931,P,1614,P,973,A,1702,P,2147,P,973,P,567,P,903,P,778,P,1177,P,521,P,1124,P,1279,P
Herpesvirus associated ubiquitin-specific protease (HAUSP),Z72499_at,637,P,292,P,629,P,869,A,346,A,71,A,-471,A,375,P,271,A,734,M,618,P,858,P,774,P,595,P,1799,P,766,P,374,P,311,A,332,M,544,A,381,P,233,M,736,P,465,P,757,P,780,P,224,A,465,P,1162,P,827,P,914,P,519,A,1432,P,2051,P
GB DEF = DNA sequence from cosmid U240C2; between markers DXS366 and DXS87 on chromosome X. Contains Histone H2B; ESTs; enhancer-like sequence,Z73497_at,-391,A,-578,A,-369,A,-449,A,-386,A,-126,A,-609,A,124,A,-502,A,-692,A,-396,A,-416,A,-185,A,-200,A,-504,A,-553,A,-486,A,-242,A,-603,A,-958,A,-363,A,-198,A,-268,A,-245,A,-355,A,-1019,A,-268,A,-110,A,-872,A,-123,A,-492,A,-331,A,-514,A,-335,A
GB DEF = Gene encoding plakophilin 1b,Z73677_at,369,A,109,A,73,A,201,A,31,A,148,A,168,A,150,A,216,A,367,A,347,A,268,A,174,A,-52,A,372,A,336,A,157,A,316,A,235,A,92,A,254,A,218,A,325,A,275,A,329,A,572,A,70,A,36,A,74,A,302,A,366,A,153,A,280,A,358,A
TRPC1A,Z73903_at,-545,A,-815,A,17,A,-443,A,-526,A,-157,A,-30,A,-67,A,-191,A,-145,A,-123,A,-132,A,-80,A,-68,A,-669,A,-187,A,-57,A,-15,A,-224,A,-494,A,-142,A,-325,A,-266,A,-113,A,-710,A,-867,A,-55,A,-19,A,-98,A,-192,A,-370,A,-27,A,-202,A,-269,A
GB DEF = Nuclear protein SA-1,Z75330_at,4,A,11,A,25,A,95,P,40,A,19,A,48,A,17,A,86,A,143,P,35,A,38,A,56,A,24,A,107,A,-29,A,144,A,59,A,29,A,145,A,91,A,23,A,60,A,127,P,73,A,56,A,107,A,54,A,44,A,101,P,97,P,17,A,46,A,98,P
GB DEF = mRNA (clone 1D2),Z78289_at,183,A,102,A,87,A,199,A,182,A,35,A,61,A,288,A,12,A,114,A,266,A,126,A,60,A,117,A,246,A,151,A,177,A,-51,A,288,A,157,A,63,A,228,A,49,A,456,A,253,A,523,A,294,A,52,A,181,A,101,A,132,A,176,A,126,A,253,A
GB DEF = mRNA (clone 1D7),Z78290_at,-26,A,10,A,12,A,-29,A,-26,A,26,A,-64,A,0,A,21,A,-5,A,-14,A,19,A,-4,A,-6,A,-60,A,-190,A,32,A,-20,A,-9,A,71,A,-86,A,-84,A,17,A,-2,A,16,A,-51,A,-40,A,-52,A,-19,A,-7,A,4,A,17,A,-22,A,-37,A
GB DEF = mRNA (clone 1D8),Z78291_at,38,A,-259,A,-78,A,-120,A,-134,A,-182,A,-196,A,-88,A,-161,A,-223,A,-472,A,-245,A,-331,A,-195,A,-242,A,-149,A,-164,A,-218,A,-92,A,-89,A,-160,A,-144,A,-279,A,-180,A,-202,A,-290,A,-59,A,-110,A,-122,A,-164,A,-161,A,-117,A,-133,A,-161,A
GB DEF = LAZ3/BCL6 gene; first non coding exon,Z79581_at,98,A,223,A,-20,A,-42,A,-40,A,-340,A,-643,A,-46,A,-52,A,29,A,17,A,110,A,6,A,-22,A,114,A,28,A,67,A,61,A,-49,A,185,A,-48,A,84,A,82,A,83,A,164,A,395,A,93,A,-82,A,59,A,-35,A,-38,A,-12,A,-51,A,42,A
GB DEF = H2A/g gene,Z80776_at,159,A,-65,A,170,A,15,A,38,A,-128,A,-70,A,246,M,-14,A,15,A,126,P,24,A,-54,A,-88,A,-4,A,-28,A,-124,A,-79,A,-58,A,-21,A,-73,A,-166,A,93,A,-74,A,-68,A,-62,A,25,A,-4,A,29,A,45,A,-29,A,136,P,-12,A,-13,A
GB DEF = H2A/k gene,Z80777_at,-48,A,84,A,10,A,-99,A,-189,A,-163,A,-217,A,-99,A,-111,A,-24,A,22,A,-100,A,-158,A,54,A,-40,A,-116,A,-114,A,0,A,17,A,-265,A,-33,A,-125,A,-19,A,97,A,-118,A,46,A,30,A,-15,A,-40,A,-75,A,-34,A,-37,A,-23,A,25,A
GB DEF = H4/l gene,Z80788_at,-70,A,-83,A,-82,A,-23,A,-221,A,-1,A,-87,A,-147,A,-14,A,-57,A,-273,A,-160,A,-140,A,-49,A,-161,A,-17,A,-137,A,-69,A,-96,A,-315,A,-45,A,-82,A,-101,A,11,A,-109,A,-206,A,-85,A,2,A,-24,A,-106,A,-63,A,-63,A,-60,A,-66,A
Protease inhibitor 12 (PI12; neuroserpin),Z81326_at,-79,A,-89,A,-118,A,-194,A,88,A,-71,A,-142,A,-147,A,-126,A,-42,A,-160,A,-330,A,-233,A,-65,A,-36,A,-87,A,-319,A,-177,A,-110,A,-225,A,-122,A,-118,A,-201,A,-125,A,-79,A,-65,A,-64,A,119,A,-103,A,-175,A,-142,A,-30,A,-184,A,-79,A
GB DEF = HH2A/m gene,Z83741_at,77,A,-118,A,62,A,-107,A,-57,A,45,A,527,P,89,A,0,A,3,A,-101,A,-209,A,-195,A,-162,A,-122,A,-60,A,-124,A,-28,A,-135,A,-262,A,-63,A,-150,A,-97,A,-303,A,-230,A,-157,A,-175,A,-21,A,-28,A,-185,A,-2,A,83,P,-75,A,-157,A
GB DEF = HH2A/c gene,Z83742_at,1151,P,-57,A,122,P,214,A,122,A,149,A,1885,P,830,P,-79,A,344,A,1,A,218,A,36,A,-41,A,251,A,-110,A,-14,A,151,A,31,A,132,A,17,A,82,A,741,P,48,A,93,A,81,A,-33,A,45,A,-12,A,125,A,125,A,468,P,131,A,115,A
GB DEF = DNA sequence from PAC 453A3 contains EST and STS,Z83745_at,7,A,103,A,76,A,-35,A,14,A,-54,A,-234,A,0,A,-16,A,136,A,34,A,27,A,54,A,145,A,158,A,37,A,14,A,187,A,43,A,123,A,83,A,-31,A,127,A,201,A,270,A,254,A,31,A,26,A,32,A,67,A,67,A,47,A,108,A,14,A
GB DEF = Axonemal dynein heavy chain (partial; ID hdhc1),Z83799_at,-538,A,-370,A,-305,A,-150,A,-281,A,-234,A,-197,A,-281,A,-271,A,-146,A,-651,A,-582,A,-428,A,-144,A,-561,A,-286,A,-284,A,-417,A,-283,A,-256,A,-378,A,-287,A,-472,A,-67,A,-607,A,-355,A,-338,A,-115,A,-79,A,-413,A,-122,A,-241,A,-185,A,-315,A
GB DEF = Cytoplasmic dynein heavy chain (partial; ID hdhc11),Z83800_at,-72,A,-58,A,-1,A,-19,A,55,A,-38,A,-21,A,0,A,0,A,-67,A,-91,A,-33,A,-72,A,14,A,-35,A,3,A,-82,A,-118,A,-19,A,-61,A,-15,A,-28,A,6,A,-88,A,-76,A,-16,A,104,A,-36,A,4,A,-2,A,-35,A,0,A,-5,A,-35,A
GB DEF = Axonemal dynein heavy chain (partial; ID hdhc3),Z83802_at,57,A,32,A,-3,A,58,A,45,A,-44,A,114,A,73,A,79,A,79,A,131,A,96,A,68,A,43,A,79,A,91,A,42,A,79,A,25,A,52,A,-15,A,22,A,138,P,34,A,109,P,32,A,-38,A,41,A,40,A,196,A,57,A,60,A,24,A,10,A
GB DEF = Axonemal dynein heavy chain (partial; ID hdhc4),Z83803_at,-579,A,-844,A,-347,A,-894,A,-579,A,-547,A,-562,A,-275,A,-411,A,-353,A,-980,A,-638,A,-836,A,-443,A,-869,A,-385,A,-579,A,-620,A,-389,A,-791,A,-500,A,-588,A,-645,A,-796,A,-899,A,-1314,A,-493,A,-339,A,-407,A,-603,A,-634,A,-451,A,-482,A,-667,A
GB DEF = Axonemal dynein heavy chain (partial; ID hdhc7),Z83804_at,111,A,133,A,-17,A,-47,A,24,A,25,A,26,A,119,A,29,A,18,A,-96,A,34,A,-10,A,42,A,32,P,10,A,67,A,90,A,-11,A,12,A,-27,A,60,A,-26,A,0,A,-82,A,319,A,-78,A,15,A,59,A,35,A,-10,A,-30,A,-44,A,-7,A
GB DEF = Axonemal dynein heavy chain (partial; ID hdhc8),Z83805_at,-65,A,374,A,89,A,-154,A,-98,A,-29,A,81,A,18,A,2,A,-143,A,-296,A,-82,A,-142,A,250,A,-181,A,82,A,-87,A,79,A,-27,A,-120,A,-33,A,39,A,-264,A,454,A,-209,A,254,A,62,A,-99,A,-140,A,-261,A,-104,A,-47,A,-147,A,-263,A
GB DEF = Axonemal dynein heavy chain (partial; ID hdhc9),Z83806_at,-36,A,-55,A,-15,A,4,A,4,A,78,A,6,A,-2,A,-18,A,-50,A,9,A,8,A,-76,A,20,A,-36,A,28,A,-82,A,-28,A,25,A,-102,A,33,A,-49,A,-13,A,4,A,-12,A,-46,A,9,A,-4,A,-4,A,-5,A,11,A,-9,A,-26,A,-13,A
5-aminolevulinic acid synthase gene extracted from Human DNA sequence from PAC 296K21 on chromosome X contains cytokeratin exon; delta-aminolevulinate synthase (erythroid); 5-aminolevulinic acid synthase.(EC 2.3.1.37). 6-phosphofructo-2-kinase/fructose-2;6-bisphosphatase (EC 2.7.1.105; EC 3.1.3.46); ESTs and STS,Z83821_cds2_at,-36,A,-106,A,-26,A,13260,P,11328,P,-34,A,117,A,186,A,2189,P,1497,P,-149,A,18,A,1452,A,-234,A,590,A,-106,A,202,A,244,A,-147,A,1619,P,643,P,183,A,149,A,-90,A,-135,A,-70,A,121,A,954,P,1162,P,189,A,1256,P,344,P,-31,A,-23,A
GB DEF = DNA sequence from PAC 46H23; BRCA2 gene region chromosome 13q12-13 contains Klotho; ESTs,Z84483_at,366,A,256,A,170,A,33,A,62,A,200,A,77,A,23,A,109,A,168,A,240,A,260,A,213,A,89,A,197,A,185,A,274,A,105,A,27,A,293,A,203,A,283,A,296,A,199,A,226,A,206,A,79,A,58,A,58,A,185,A,30,A,140,A,48,A,98,A
GSTT1 gene extracted from Human DNA sequence from BAC 322B1 on chromosome 22q11.2-qter contains GSTT1; GSTT2 glutathione transferases 4E-binding protein 1 pseudogene; D-dopachrome tautomerase pseudogene ESTs and polymorphic CA repeat,Z84718_cds1_at,-1134,A,-938,A,-727,A,-584,A,-759,A,-486,A,-449,A,-231,A,-262,A,-1200,A,-1578,A,-1204,A,-732,A,-543,A,-1312,A,-874,A,-534,A,-1104,A,-501,A,-1239,A,-406,A,-973,A,-1179,A,-1010,A,-691,A,-2057,A,-703,A,-143,A,-595,A,-1212,A,-262,A,-731,A,-872,A,-423,A
Zeta-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16; spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs,Z84721_cds1_at,57,A,39,A,-46,A,1338,P,867,A,-60,A,89,A,241,A,775,P,403,A,264,A,247,A,770,A,49,A,589,A,-42,A,287,A,151,A,62,A,253,A,261,A,302,A,351,A,-74,A,35,A,360,A,166,A,341,A,422,A,269,A,284,A,191,A,92,A,147,A
Alpha-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16; spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs,Z84721_cds2_at,4876,P,5289,P,9586,P,8808,M,21457,P,9920,P,13372,P,22198,P,30140,P,11194,P,6279,P,7711,P,27602,P,110,M,15808,P,3976,P,20618,P,24125,P,2167,P,43434,P,33230,P,17659,P,19645,P,5347,P,-52,A,252,A,2621,A,29136,P,17544,P,13576,P,11148,P,21987,P,7242,P,15505,P
-14 gene; containing globin regulatory element,Z84722_at,-521,A,-46,A,-162,A,-110,A,28,A,-182,A,-48,A,-187,A,-27,A,-337,A,-454,A,-507,A,-303,A,-131,A,-139,A,-227,A,-257,A,-131,A,-113,A,-336,A,-160,A,-168,A,-411,A,-356,A,-557,A,-1295,A,-202,A,-178,A,-164,A,-346,A,-181,A,-167,A,-347,A,-351,A
GB DEF = DNA sequence from PAC 398C22 on chromosome 22q11.2-qter. Contains Brain Protein E46 like sequences; ESTs,Z93784_at,277,P,180,P,338,P,275,P,216,P,231,P,187,P,280,P,84,A,534,P,263,P,165,P,207,P,65,A,254,P,151,A,122,P,193,A,88,A,139,A,198,P,87,A,65,M,132,A,230,P,2,A,129,A,286,P,260,P,920,P,665,P,216,P,162,P,221,P
GB DEF = DNA sequence from cosmid U237H1 contains Ras like GTPase and ESTs,Z95624_at,113,A,140,P,111,A,156,P,69,A,45,A,72,A,60,A,153,P,161,P,128,A,125,A,136,P,102,A,152,A,62,A,67,A,113,A,56,A,64,A,63,A,131,A,97,A,106,A,120,A,135,A,121,P,80,A,115,P,110,P,55,A,26,A,87,A,42,A
GB DEF = DNA sequence from PAC 452H17 on chromosome X contains sodium-and chloride-dependent glycine transporter 1 (GLYT-1) like; ESTs,Z96810_at,-36,A,-122,A,-43,A,-6,A,2,A,-38,A,-21,A,8,A,-96,A,-68,A,32,A,-65,A,-16,A,3,A,97,A,-10,A,24,A,7,A,88,A,114,A,-94,A,-79,A,36,A,-50,A,30,A,-116,A,-11,A,-32,A,-31,A,21,A,9,A,4,A,-57,A,-29,A
DNA binding protein from  Human DNA sequence from PAC 339A18 on chromosome Xp11.1-Xp11.4. Contains KIAA0178 gene; similar to mitosis-specific chromosome segregation protein SMC1 of S.cerevisiae; DNA binding protein similar to URE-B1; ESTs and STS./ntype=DNA /annot=CDS,Z97054_xpt2_at,299,A,556,A,428,P,866,P,389,P,127,A,321,P,479,P,273,P,1203,P,568,A,664,P,528,A,492,P,589,P,642,P,404,P,169,A,96,A,451,A,589,P,226,A,424,A,333,A,647,A,948,A,346,A,358,A,494,P,1244,P,1138,P,417,P,319,A,358,P
Rab9 effector p40,Z97074_at,-132,A,165,A,-12,A,88,A,117,A,42,A,252,A,271,P,100,P,411,P,700,A,-24,A,-88,A,114,A,-121,A,-31,A,267,A,-56,A,182,A,98,A,322,P,58,A,205,A,240,A,13,A,181,A,105,A,65,A,-43,A,402,P,173,M,215,A,-42,A,-15,A
KIAA0334 gene,AB002332_at,185,A,423,P,103,P,-91,A,163,A,148,A,46,A,138,P,96,A,112,P,283,A,57,A,82,P,-122,A,144,P,65,A,42,A,121,A,131,A,358,A,50,A,50,A,39,P,196,A,30,M,371,A,187,A,2,A,74,A,-26,A,104,A,119,M,15,P,134,A
RPLP2 Hemoglobin; beta,AB002533_at,20963,P,13900,P,18013,P,10749,P,20287,P,16212,P,16227,P,14781,P,10616,P,14023,P,13312,P,12818,P,17201,P,17239,P,13242,P,15171,P,20081,P,22446,P,19259,P,14926,P,15462,P,14041,P,12683,P,11954,P,10370,P,12828,P,13662,P,18973,P,12869,P,12722,P,16025,P,15779,P,17593,P,15032,P
GB DEF = Galectin-9 isoform,AB006782_at,6271,P,3419,P,3041,P,3121,P,2182,P,4509,P,3289,P,3502,P,2149,P,4030,P,8932,P,6391,P,3926,P,4671,P,5528,P,6852,P,3185,P,4797,P,2388,P,6942,P,5027,P,2377,P,4904,P,4411,P,8038,P,6883,P,4755,P,2568,P,6269,P,3453,P,3657,P,4274,P,2026,P,3122,P
